ID	Length	pLDDT	Domain architecture	Taxonomy	Dominating topology	Dom. top. frequency
A0A0Q6RS70	782	76,09	PF08487;PF13768;	Rhizobium sp. Root1204	6_3	0,93
A0A836TZI4	720	75,6	PF08487;PF13768;	Thiotrichaceae bacterium	6_3	0,93
Q2K5W9	780	75,46	PF08487;PF13768;	Rhizobium etli (strain CFN 42 / ATCC 51251)	6_3	0,93
A0A2N5D3H4	712	75,26	PF08487;PF13768;	Caulobacter zeae	6_3	0,93
A0A7Y3SGG9	795	75,15	PF08487;PF13768;	Rhizobium indigoferae	6_3	0,93
A0A7Z0RL92	795	74,84	PF08487;PF13768;	Rhizobium changzhiense	6_3	0,93
W0J067	732	74,75	PF08487;PF13768;	Opitutaceae bacterium TAV5	6_3	0,93
A0A7W6B585	784	73,07	PF08487;PF13768;	Rhizobium fabae	6_3	0,93
A0A7W4WG00	795	71,47	PF08487;PF13768;	Microbulbifer rhizosphaerae	6_3	0,93
A0A095VT49	688	84,99	PF08487;PF13768;	Pseudohaliea rubra DSM 19751	6_3	0,92
A0A7Y3FZ85	687	84,77	PF08487;PF13768;	Woeseiaceae bacterium	6_3	0,92
A0A1Q7T0P0	695	84,65	PF08487;PF13768;	Acidobacteria bacterium 13_1_20CM_58_21	6_3	0,92
A0A381V286	702	83,81	PF08487;PF13768;	marine metagenome	6_3	0,92
A0A3L8BWV6	699	83,42	PF08487;PF13768;	Ketobacter sp	6_3	0,92
A0A1I4CFH7	714	83,35	PF08487;PF13768;	Methylorubrum salsuginis	6_3	0,92
A0A2G1VEK5	705	83,22	PF08487;PF13768;	Marinobacter guineae	6_3	0,92
A0A4Z0M1X8	719	83,15	PF08487;PF13768;	Haliea sp. SAOS-164	6_3	0,92
A0A558DXN0	726	82,95	PF08487;PF13768;	Sedimenticola selenatireducens	6_3	0,92
A0A7W6BLV3	702	82,57	PF08487;PF13768;	Sphingobium jiangsuense	6_3	0,92
A0A3A4ZTE0	675	82,39	PF08487;PF13768;	Desulfobacteraceae bacterium	6_3	0,92
A0A3B1B1S5	718	82,37	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,92
C7CKT8	733	82,23	PF08487;PF13768;	Methylorubrum extorquens (strain DSM 6343 / CIP 106787 / DM4) (Methylobacterium extorquens)	6_3	0,92
A0A845TWW6	695	82,06	PF08487;PF13768;	Acidipila sp	6_3	0,92
A0A5C8ZMG8	722	81,7	PF08487;PF13768;	Parahaliea aestuarii	6_3	0,92
A0A2M8QZS6	753	81,67	PF08487;PF13768;	Bradyrhizobium forestalis	6_3	0,92
A0A1L3F2X0	754	81,51	PF08487;PF13768;	Bradyrhizobium japonicum	6_3	0,92
A0A7Z0TSR7	754	81,23	PF08487;PF13768;	Bradyrhizobium sp. 323S2	6_3	0,92
A0A089P067	730	81,16	PF08487;PF13768;	Methylobacterium oryzae CBMB20	6_3	0,92
A0A7Z8RC30	724	81,05	PF08487;PF13768;	Methylobacterium sp. WL2	6_3	0,92
A0A2M8QL10	712	81,01	PF08487;PF13768;	Sphingobium sp. LB126	6_3	0,92
A0A0A1PM51	727	80,95	PF08487;PF13768;	bacterium YEK0313	6_3	0,92
H5YC67	753	80,84	PF08487;PF13768;	Bradyrhizobium sp. WSM471	6_3	0,92
A0A1C3USZ2	754	80,77	PF08487;PF13768;	Bradyrhizobium yuanmingense	6_3	0,92
A0A0A3XSS9	754	80,77	PF08487;PF13768;	Bradyrhizobium japonicum	6_3	0,92
I9WTR3	720	80,71	PF08487;PF13768;	Methylobacterium sp. GXF4	6_3	0,92
A0A839NZM5	749	80,61	PF08487;PF13768;	Methylobacterium sp. R2-1	6_3	0,92
A0A7S9CSD9	757	80,61	PF08487;PF13768;	Bradyrhizobium genosp. L	6_3	0,92
A0A850JC59	754	80,59	PF08487;PF13768;	Bradyrhizobium sp. 323S2	6_3	0,92
A0A2U3QD53	754	80,53	PF08487;PF13768;	Bradyrhizobium vignae	6_3	0,92
A0A6J4YH73	711	80,5	PF08487;PF13768;	Olavius algarvensis Delta 1 endosymbiont	6_3	0,92
A0A4Y9PDK4	753	80,46	PF08487;PF13768;	Bradyrhizobium frederickii	6_3	0,92
A0A1I0FMU1	704	80,45	PF08487;PF13768;	Marinobacter segnicrescens	6_3	0,92
A0A256GF33	750	80,43	PF08487;PF13768;	Brucella lupini	6_3	0,92
A0A7Y3FIS1	657	80,43	PF08487;PF13768;	Myxococcales bacterium	6_3	0,92
J3I0Q5	753	80,36	PF08487;PF13768;	Bradyrhizobium sp. YR681	6_3	0,92
A0A3N6PDV8	753	80,27	PF08487;PF13768;	Bradyrhizobium sp. RP6	6_3	0,92
A0A7X6JLN7	712	80,23	PF08487;PF13768;	Alteromonadaceae bacterium A_SAG3	6_3	0,92
A0A2A4WQ37	726	80,14	PF08487;PF13768;	Thiotrichaceae bacterium	6_3	0,92
A0A0R3NDQ8	756	80,06	PF08487;PF13768;	Bradyrhizobium retamae	6_3	0,92
A0A850KV34	726	79,83	PF08487;PF13768;	Alphaproteobacteria bacterium	6_3	0,92
A0A839UM00	753	79,74	PF08487;PF13768;	Simiduia aestuariiviva	6_3	0,92
A0A0S8AL09	710	79,68	PF08487;PF13768;	Desulfobacterales bacterium SG8_35	6_3	0,92
A0A7Y4GYA2	757	79,67	PF08487;PF13768;	Bradyrhizobium australiense	6_3	0,92
A0A3B0YP82	742	79,62	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,92
A0A1N6RAF7	786	79,43	PF08487;PF13768;	Rhizobium sp. RU20A	6_3	0,92
A0A2G1UHC7	709	79,41	PF08487;PF13768;	Marinobacter profundi	6_3	0,92
A0A5B0V9T1	715	79,41	PF08487;PF13768;	Marinobacter salinexigens	6_3	0,92
A0A7S7QK27	759	79,27	PF08487;PF13768;	Bradyrhizobium sp. CCBAU 51753	6_3	0,92
A0A522WUF3	707	79,15	PF08487;PF13768;	Methylobacter sp	6_3	0,92
A0A142FSB5	712	79,06	PF08487;PF13768;	Marinobacter sp. LQ44	6_3	0,92
A6F3R5	718	78,6	PF08487;PF13768;	Marinobacter algicola DG893	6_3	0,92
A0A7W2TVT2	721	78,42	PF08487;PF13768;	Sediminihaliea albiluteola	6_3	0,92
A0A6N6R2J8	720	78,42	PF08487;PF13768;	Brucella intermedia	6_3	0,92
A0A011TGQ0	750	78,4	PF08487;PF13768;	Brucella anthropi (Ochrobactrum anthropi)	6_3	0,92
A0A7G2RYI8	718	78,34	PF08487;PF13768;	Marinobacter sp	6_3	0,92
A0A3B0XNN4	732	78,2	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,92
A0A349YE68	713	78,05	PF08487;PF13768;	Betaproteobacteria bacterium	6_3	0,92
A0A1L8MDZ2	766	77,98	PF08487;PF13768;	Alteromonas sp. V450	6_3	0,92
A0A6H9HJC9	720	77,93	PF08487;PF13768;	Novosphingobium sp. TCA1	6_3	0,92
A6X8G3	750	77,92	PF08487;PF13768;	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi)	6_3	0,92
A0A2E8AG52	718	77,9	PF08487;PF13768;	Marinobacter sp	6_3	0,92
A0A6N6T7H6	718	77,61	PF08487;PF13768;	Candidatus Contendobacter sp	6_3	0,92
A0A0S9KUF8	693	77,45	PF08487;PF13768;	Pseudorhodoferax sp. Leaf265	6_3	0,92
A0A256G458	748	77,4	PF08487;PF13768;	Brucella pseudogrignonensis	6_3	0,92
A0A0Q7CVV7	711	77,28	PF08487;PF13768;	Methylibium sp. Root1272	6_3	0,92
A0A7K3VEW1	795	77,22	PF08487;PF13768;	Rhizobium leguminosarum	6_3	0,92
A0A3D9HY52	701	77,2	PF08487;PF13768;	Aestuariispira insulae	6_3	0,92
A0A3D9HY52	701	77,2	PF08487;PF13768;	Aestuariispira insulae	6_3	0,92
A0A2N5CUU5	713	76,81	PF08487;PF13768;	Caulobacter flavus	6_3	0,92
A0A3R9CEK4	790	76,33	PF08487;PF13768;	Rhizobium sophoriradicis	6_3	0,92
A0A1G8VSP3	788	76,16	PF08487;PF13768;	Microbulbifer yueqingensis	6_3	0,92
A0A0T6YUE4	784	76	PF08487;PF13768;	Sinorhizobium sp. Sb3	6_3	0,92
A0A2D8RA10	707	75,91	PF08487;PF13768;	Hahellaceae bacterium	6_3	0,92
A0A1Q8AX25	717	75,56	PF08487;PF13768;	Acidobacteria bacterium 13_1_20CM_2_65_9	6_3	0,92
A0A2A6RC58	789	75,49	PF08487;PF13768;	Rhizobium sp. H4	6_3	0,92
A0A2K9Z603	795	75,48	PF08487;PF13768;	Rhizobium leguminosarum	6_3	0,92
F2AHK9	794	75,4	PF08487;PF13768;	Rhizobium etli CNPAF512	6_3	0,92
A0A366HRX8	710	75,27	PF08487;PF13768;	Roseimicrobium gellanilyticum	6_3	0,92
A0A7W6YIX8	793	75,22	PF08487;PF13768;	Rhizobium leguminosarum	6_3	0,92
A0A0R0MLF5	693	75,07	PF08487;PF13768;	Curvibacter sp. PAE-UM	6_3	0,92
A0A2N3E7F1	767	75	PF08487;PF13768;	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-12	6_3	0,92
A0A1S9GRY8	795	74,76	PF08487;PF13768;	Rhizobium laguerreae	6_3	0,92
A0A0Q7N7D7	791	74,64	PF08487;PF13768;	Rhizobium sp. Root483D2	6_3	0,92
B5ZY26	794	74,39	PF08487;PF13768;	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	6_3	0,92
J0HAQ0	794	74,29	PF08487;PF13768;	Rhizobium leguminosarum bv. trifolii WSM597	6_3	0,92
A0A0S3Q0F5	762	74,01	PF08487;PF13768;	Variibacter gotjawalensis	6_3	0,92
A0A5C7VQM3	693	73,81	PF08487;PF13768;	Ottowia sp	6_3	0,92
A0A192TBJ9	794		PF08487;PF13768;	Rhizobium phaseoli	6_3	0,92
A0A1F7LM12	680	86,32	PF08487;PF13768;	Candidatus Rokubacteria bacterium GWA2_73_35	6_3	0,91
A0A2N6GD76	722	83,96	PF08487;PF13768;	Sedimenticola sp	6_3	0,91
A0A519QPI3	701	83,74	PF08487;PF13768;	Novosphingobium sp	6_3	0,91
A0A2U0A563	721	83,65	PF08487;PF13768;	gamma proteobacterium symbiont of Ctena orbiculata	6_3	0,91
A0A1F7QAT1	681	83,34	PF08487;PF13768;	Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47	6_3	0,91
A0A506RB39	703	83,1	PF08487;PF13768;	Aestuariibacter sp. GS-14	6_3	0,91
A0A2G2HVQ4	704	82,89	PF08487;PF13768;	Methylophaga sp	6_3	0,91
A0A2E0HLT9	707	82,87	PF08487;PF13768;	Pseudomonadales bacterium	6_3	0,91
A5PEP4	697	82,72	PF08487;PF13768;	Erythrobacter sp. SD-21	6_3	0,91
A0A318AIZ8	693	82,68	PF08487;PF13768;	Nostoc sp. 3335mG	6_3	0,91
A0A0P7Z6N8	715	82,49	PF08487;PF13768;	Marinobacter sp. HL-58	6_3	0,91
A0A0J6SS39	716	82,48	PF08487;PF13768;	Methylobacterium aquaticum	6_3	0,91
A0A346S6Q2	716	82,35	PF08487;PF13768;	Marinobacter sp. Arc7-DN-1	6_3	0,91
A0A2E3D007	691	81,82	PF08487;PF13768;	Pseudomonadales bacterium	6_3	0,91
R8B387	711	81,61	PF08487;PF13768;	Marinobacter lipolyticus SM19	6_3	0,91
A0A7Y0HGR7	702	81,5	PF08487;PF13768;	Pacificispira spongiicola	6_3	0,91
A0A0F9WKZ9	715	81,48	PF08487;PF13768;	marine sediment metagenome	6_3	0,91
A0A5D3K286	753	81,44	PF08487;PF13768;	Bradyrhizobium rifense	6_3	0,91
A0A4V2VL56	754	81,42	PF08487;PF13768;	Bradyrhizobium sp. Y-H1	6_3	0,91
A0A2E2EB67	720	81,34	PF08487;PF13768;	Rhodospirillaceae bacterium	6_3	0,91
A0A7X8JHH6	672	81,3	PF08487;PF13768;	Clostridiaceae bacterium	6_3	0,91
A0A3B0XW99	728	81,26	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,91
A0A3B0ZAZ2	710	81,23	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,91
A0A3A8J187	851	81,15	PF08487;PF13768;	Corallococcus terminator	6_3	0,91
A0A109JC97	757	81,08	PF08487;PF13768;	Bradyrhizobium macuxiense	6_3	0,91
A0A6P1R349	754	81,05	PF08487;PF13768;	Bradyrhizobium sp. LCT2	6_3	0,91
A0A5A8A4I4	729	80,94	PF08487;PF13768;	Methylobacterium sp. P1-11	6_3	0,91
A0A369CDS4	708	80,93	PF08487;PF13768;	Thioalbus denitrificans	6_3	0,91
A0A553F9D8	731	80,86	PF08487;PF13768;	Thalassomonas sp. M1454	6_3	0,91
A0A7W6XK71	753	80,79	PF08487;PF13768;	Bradyrhizobium sp. CIR48	6_3	0,91
A0A2M6UKH7	753	80,75	PF08487;PF13768;	Bradyrhizobium nitroreducens	6_3	0,91
A0A2T1K4T7	713	80,59	PF08487;PF13768;	Marinobacter fuscus	6_3	0,91
A0A7S7Q124	754	80,58	PF08487;PF13768;	Bradyrhizobium sp. CCBAU 51765	6_3	0,91
A0A0D7NZP1	754	80,48	PF08487;PF13768;	Bradyrhizobium sp. LTSP849	6_3	0,91
A0A1Q5REG7	753	80,43	PF08487;PF13768;	Bradyrhizobium sp. AS23.2	6_3	0,91
A0A193LBL9	742	80,35	PF08487;PF13768;	Woeseia oceani	6_3	0,91
A0A7V7XMC6	779	80,29	PF08487;PF13768;	Rhodocyclaceae bacterium	6_3	0,91
A0A840H932	753	80,28	PF08487;PF13768;	Bradyrhizobium sp. ERR14	6_3	0,91
A0A1Q5RVU3	753	80,27	PF08487;PF13768;	Bradyrhizobium sp. NAS80.1	6_3	0,91
A0A410RJF8	838	80,24	PF08487;PF13768;	Corallococcus coralloides (Myxococcus coralloides)	6_3	0,91
A0A6C5N6M4	727	79,99	PF08487;PF13768;	Alteromonas macleodii (Pseudoalteromonas macleodii)	6_3	0,91
W8I3T2	781	79,98	PF08487;PF13768;	Ensifer adhaerens OV14	6_3	0,91
A0A2G2GZ72	657	79,88	PF08487;PF13768;	Alcanivorax sp	6_3	0,91
F7RP24	751	79,74	PF08487;PF13768;	Shewanella sp. HN-41	6_3	0,91
A0A1H0T0Y9	752	79,64	PF08487;PF13768;	Phyllobacterium sp. OV277	6_3	0,91
A0A501XUQ1	755	79,52	PF08487;PF13768;	Shewanella sp. LC6	6_3	0,91
A0A0D1MJ12	757	79,46	PF08487;PF13768;	Bradyrhizobium elkanii	6_3	0,91
A0A557RPY3	712	79,39	PF08487;PF13768;	Denitromonas halophilus	6_3	0,91
A0A0P8CZQ1	712	79,36	PF08487;PF13768;	Marinobacter excellens HL-55	6_3	0,91
A0A2D9U0V0	707	79,36	PF08487;PF13768;	Pseudomonadales bacterium	6_3	0,91
A0A2E0LZH1	753	79,32	PF08487;PF13768;	Alphaproteobacteria bacterium	6_3	0,91
A0A2T1KXB6	712	78,9	PF08487;PF13768;	Marinobacter shengliensis	6_3	0,91
A0A494TKF4	714	78,88	PF08487;PF13768;	Sphingomonas paeninsulae	6_3	0,91
A0A4R3GNJ9	715	78,83	PF08487;PF13768;	Caulobacter sp. BK020	6_3	0,91
A0A4R3GNJ9	715	78,83	PF08487;PF13768;	Caulobacter sp. BK020	6_3	0,91
A0A1C6LHN3	692	78,56	PF08487;PF13768;	Variovorax sp. HW608	6_3	0,91
A0A6M8X1H4	795	78,55	PF08487;PF13768;	Rhizobium indicum	6_3	0,91
A0A1V3QIP1	786	78,46	PF08487;PF13768;	Sinorhizobium sp. A49	6_3	0,91
A0A4P7JJD3	750	78,39	PF08487;PF13768;	Thalassotalea sp. HSM 43	6_3	0,91
Q8EF10	760	78,34	PF08487;PF13768;	Shewanella oneidensis (strain MR-1)	6_3	0,91
A0A2G6CU71	672	78,33	PF08487;PF13768;	Proteobacteria bacterium	6_3	0,91
A7HVH6	755	78,25	PF08487;PF13768;	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)	6_3	0,91
A0A1W7M602	722	78,24	PF08487;PF13768;	Novosphingobium sp. MD-1	6_3	0,91
A0A3M1QA31	665	78,16	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,91
A0A3M1QA31	665	78,16	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,91
A0A4S4AIH4	799	78,13	PF08487;PF13768;	Azoarcus rhizosphaerae	6_3	0,91
A0A6L3Z6A6	720	77,89	PF08487;PF13768;	Brucella anthropi (Ochrobactrum anthropi)	6_3	0,91
A0A2K8UFZ5	689	77,81	PF08487;PF13768;	Candidatus Thiodictyon syntrophicum	6_3	0,91
A0A0Q6FNC1	762	77,67	PF08487;PF13768;	Rhizobium sp. Leaf453	6_3	0,91
A0A520DKT8	697	77,65	PF08487;PF13768;	Variovorax sp	6_3	0,91
A3W9L9	740	77,54	PF08487;PF13768;	Erythrobacter sp. NAP1	6_3	0,91
A0A2D9TGN3	919	77,48	PF08487;PF13768;	Sandaracinus sp	6_3	0,91
A0A523MBZ4	727	77,33	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,91
A0A1Q2M7R4	804	77,28	PF08487;PF13768;	Microbulbifer agarilyticus	6_3	0,91
A0A433HS72	726	77,24	PF08487;PF13768;	Candidatus Competibacteraceae bacterium	6_3	0,91
A0A2D9I297	782	76,97	PF08487;PF13768;	Rhodospirillales bacterium	6_3	0,91
A0A524KR07	793	76,37	PF08487;PF13768;	Hyphomicrobiales bacterium	6_3	0,91
A0A7V8GB83	690	76,12	PF08487;PF13768;	Variovorax sp	6_3	0,91
A0A0Q6SA36	776	75,79	PF08487;PF13768;	Rhizobium sp. Root1212	6_3	0,91
A0A5P9ESY9	790	75,63	PF08487;PF13768;	Microbulbifer sp. THAF38	6_3	0,91
A0A448CF87	755	75,28	PF08487;PF13768;	Shewanella putrefaciens (Pseudomonas putrefaciens)	6_3	0,91
A0A7W5VC46	795	75,13	PF08487;PF13768;	Rhizobium sp. BK591	6_3	0,91
U4VBG1	727	74,28	PF08487;PF13768;	Brucella intermedia 229E	6_3	0,91
A0A0G1KGQ8	922	74,18	PF08487;PF13768;	Parcubacteria group bacterium GW2011_GWC2_44_17	6_3	0,91
A0A1C3V013	754	73,41	PF08487;PF13768;	Rhizobium miluonense	6_3	0,91
A0A7U3ZAK3	771	73,39	PF08487;PF13768;	Shewanella baltica OS117	6_3	0,91
A0A4U0ZIN0	836	73,34	PF08487;PF13768;	Alteromonas portus	6_3	0,91
A0A7K1ZEM5	750	72,57	PF08487;PF13768;	Bacteroidetes bacterium SB0668_bin_1	6_3	0,91
A0A2Z4YFE1	795	71,14	PF08487;PF13768;	Rhizobium leguminosarum	6_3	0,91
A0A814VWE0	847	70,3	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,91
A0A1F7MNH1	680	86,83	PF08487;PF13768;	Candidatus Rokubacteria bacterium RBG_16_73_20	6_3	0,9
A0A2E5S9R0	702	85,19	PF08487;PF13768;	Oceanospirillales bacterium	6_3	0,9
A0A418NI05	702	83,84	PF08487;PF13768;	Pelagerythrobacter aerophilus	6_3	0,9
A0A2T4DM53	704	83,79	PF08487;PF13768;	Marinobacter sp. B9-2	6_3	0,9
A0A6I4TVF2	688	83,66	PF08487;PF13768;	Croceibacterium xixiisoli	6_3	0,9
A0A0C6FA80	705	83,49	PF08487;PF13768;	Methylobacterium aquaticum	6_3	0,9
A0A1V2DS95	702	83,18	PF08487;PF13768;	Marinobacter lutaoensis	6_3	0,9
A0A1M7XWS3	717	83,01	PF08487;PF13768;	Desulfopila aestuarii DSM 18488	6_3	0,9
A0A564G3K9	716	82,94	PF08487;PF13768;	Methylobacterium dankookense	6_3	0,9
V4J925	665	82,64	PF08487;PF13768;	Desulfofustis sp. PB-SRB1	6_3	0,9
A0A4R5LRV2	725	82,55	PF08487;PF13768;	Seongchinamella unica	6_3	0,9
A0A2V3ZPK2	720	82,43	PF08487;PF13768;	Marinobacter vulgaris	6_3	0,9
A0A7Z9IEA7	695	82,25	PF08487;PF13768;	Planctomycetaceae bacterium	6_3	0,9
B9M6X0	665	82,19	PF08487;PF13768;	Geotalea daltonii (strain DSM 22248 / JCM 15807 / FRC-32) (Geobacter daltonii)	6_3	0,9
A0A1G5UL37	729	82,04	PF08487;PF13768;	Methylobacterium sp. UNC378MF	6_3	0,9
A0A160UIZ5	753	82,03	PF08487;PF13768;	Bradyrhizobium sp	6_3	0,9
A0A2N2TJY7	748	81,85	PF08487;PF13768;	Betaproteobacteria bacterium HGW-Betaproteobacteria-14	6_3	0,9
A0A7V8B4K9	720	81,66	PF08487;PF13768;	Brucella tritici	6_3	0,9
A0A318EAQ6	701	81,62	PF08487;PF13768;	Sinimarinibacterium flocculans	6_3	0,9
A0A6G9A3L0	753	81,49	PF08487;PF13768;	Bradyrhizobium symbiodeficiens	6_3	0,9
A0A7X6JLH9	727	81,36	PF08487;PF13768;	Alteromonadaceae bacterium A_SAG1	6_3	0,9
A0A7W6T0M9	753	81,35	PF08487;PF13768;	Bradyrhizobium sp. SBR1B	6_3	0,9
A0A6G8ZSR5	753	81,28	PF08487;PF13768;	Bradyrhizobium symbiodeficiens	6_3	0,9
A0A1H2PYV2	716	81,08	PF08487;PF13768;	Marinobacter mobilis	6_3	0,9
A0A4Q1UQN4	754	81,02	PF08487;PF13768;	Bradyrhizobium betae	6_3	0,9
Q89VR8	754	80,92	PF08487;PF13768;	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	6_3	0,9
A0A3B0YU69	721	80,9	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,9
A0A151FNS3	754	80,8	PF08487;PF13768;	Bradyrhizobium liaoningense	6_3	0,9
A0A845IR44	754	80,79	PF08487;PF13768;	Bradyrhizobium japonicum	6_3	0,9
A0A7V8NNP7	706	80,69	PF08487;PF13768;	Candidatus Acidoferrum panamensis	6_3	0,9
A0A850ICD4	757	80,36	PF08487;PF13768;	Bradyrhizobium sp. 2S1	6_3	0,9
A0A7Z1DUP6	716	80,29	PF08487;PF13768;	Marinobacter vinifirmus	6_3	0,9
A0A4R7NTM8	679	80,27	PF08487;PF13768;	Panacagrimonas perspica	6_3	0,9
A0A1I5CG21	758	80,18	PF08487;PF13768;	Bradyrhizobium sp. Ghvi	6_3	0,9
A0A562L1M2	753	80,11	PF08487;PF13768;	Bradyrhizobium daqingense	6_3	0,9
A0A2G6MWR0	668	80,09	PF08487;PF13768;	Desulfobacterales bacterium	6_3	0,9
A0A1H8JDV3	754	80,04	PF08487;PF13768;	Bradyrhizobium sp. OK095	6_3	0,9
A0A0L8C3E5	786	80,03	PF08487;PF13768;	Ensifer adhaerens (Sinorhizobium morelense)	6_3	0,9
A0A7S7Q3X5	755	79,96	PF08487;PF13768;	Bradyrhizobium sp. CCBAU 21365	6_3	0,9
T0HQ92	708	79,89	PF08487;PF13768;	Novosphingobium lindaniclasticum LE124	6_3	0,9
A0A4P5Z0C2	767	79,81	PF08487;PF13768;	Verrucomicrobia bacterium	6_3	0,9
A0A0B4CSG2	676	79,56	PF08487;PF13768;	Leisingera sp. ANG-Vp	6_3	0,9
A0A5M3Q510	704	79,15	PF08487;PF13768;	Marinobacter salsuginis	6_3	0,9
F9ZXR2	668	79,13	PF08487;PF13768;	Methylomonas methanica (strain MC09)	6_3	0,9
A0A7X0JT59	754	79,07	PF08487;PF13768;	Pseudoteredinibacter isoporae	6_3	0,9
A0A2E9JY26	715	78,96	PF08487;PF13768;	Chromatiales bacterium	6_3	0,9
A0A3N2DPY0	795	78,93	PF08487;PF13768;	Sinobacterium caligoides	6_3	0,9
A0A2E9KA37	678	78,9	PF08487;PF13768;	Alteromonadaceae bacterium	6_3	0,9
A0A1I4PNV2	689	78,87	PF08487;PF13768;	Variovorax sp. OV329	6_3	0,9
A0A4R1ULP0	713	78,52	PF08487;PF13768;	Novosphingobium sp. PhB165	6_3	0,9
A0A7Y4M5M8	761	78,45	PF08487;PF13768;	Bradyrhizobium archetypum	6_3	0,9
A0A811SZF8	757	78,41	PF08487;PF13768;	Shewanella hafniensis	6_3	0,9
A0A848U4T2	715	78,27	PF08487;PF13768;	Granulosicoccus sp	6_3	0,9
A0A5Q0LZY8	686	78,23	PF08487;PF13768;	Variovorax paradoxus	6_3	0,9
A0A0Q8G4F8	718	78,14	PF08487;PF13768;	Caulobacter sp. Root655	6_3	0,9
A0A1Q7K356	665	78,09	PF08487;PF13768;	Acidobacteria bacterium 13_1_40CM_4_57_6	6_3	0,9
A0A414AVY3	683	78,02	PF08487;PF13768;	Enterocloster bolteae	6_3	0,9
A0A661G6Z3	777	77,89	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,9
A0A840ZFS9	709	77,87	PF08487;PF13768;	Methylorubrum rhodinum	6_3	0,9
A0A2G1ZC10	718	77,85	PF08487;PF13768;	Marinobacter sp	6_3	0,9
A0A849UYW5	712	77,77	PF08487;PF13768;	Methyloglobulus sp	6_3	0,9
A0A4P6GYU6	709	77,73	PF08487;PF13768;	Methylibium sp. Pch-M	6_3	0,9
A2SC13	711	77,68	PF08487;PF13768;	Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)	6_3	0,9
A0A5B0WB98	752	77,63	PF08487;PF13768;	Rhizobium tropici	6_3	0,9
A0A831R3M9	736	77,57	PF08487;PF13768;	Marinobacter antarcticus	6_3	0,9
A0A2K9AHH2	691	77,48	PF08487;PF13768;	Kangiella profundi	6_3	0,9
A0A2K9AHH2	691	77,48	PF08487;PF13768;	Kangiella profundi	6_3	0,9
W6M636	722	77,28	PF08487;PF13768;	Candidatus Competibacter denitrificans Run_A_D11	6_3	0,9
U2ZZ77	720	77,23	PF08487;PF13768;	Caenibius tardaugens NBRC 16725	6_3	0,9
A0A534Q7C0	716	77,19	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,9
A0A496W1S6	701	77,19	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,9
G5HIN1	677	77,15	PF08487;PF13768;	[Clostridium] citroniae WAL-17108	6_3	0,9
A0A451F5T6	730	76,67	PF08487;PF13768;	Hahella sp. KA22	6_3	0,9
A0A7Y2W6H1	794	76,54	PF08487;PF13768;	Rhizobium laguerreae	6_3	0,9
A0A4D7AYN7	730	76,39	PF08487;PF13768;	Phreatobacter stygius	6_3	0,9
A0A4P9IZ21	672	76,22	PF08487;PF13768;	Pseudoalteromonas distincta	6_3	0,9
V5BIP4	708	76,2	PF08487;PF13768;	Methyloglobulus morosus KoM1	6_3	0,9
A0A519FN28	691	75,5	PF08487;PF13768;	Variovorax sp	6_3	0,9
A0A256EZK7	721	75,39	PF08487;PF13768;	Brucella rhizosphaerae	6_3	0,9
A0A2L1D1J1	795	75,26	PF08487;PF13768;	Rhizobium leguminosarum bv. viciae	6_3	0,9
A0A7Z2NQC5	675	73,82	PF08487;PF13768;	Aequoribacter fuscus	6_3	0,9
A0A2A6KBD4	794	73,69	PF08487;PF13768;	Rhizobium hidalgonense	6_3	0,9
A0A6B2IKX8	775	72,59	PF08487;PF13768;	Shewanella sp. SE1	6_3	0,9
A0A5R9RD82	663		PF08487;PF13768;	Pseudomonas nicosulfuronedens	6_3	0,9
A0A859QIF3	779		PF08487;PF13768;	Ensifer mexicanus	6_3	0,9
A0A257H2U8	696		PF08487;PF13768;	Burkholderiales bacterium PBB4	6_3	0,9
A0A160UL95	754		PF08487;PF13768;	Bradyrhizobium sp. G22	6_3	0,9
A0A3A0GFP5	840		PF08487;PF13768;	bacterium	6_3	0,9
A0A6I4MIU9	819		PF08487;PF13768;	Actinomadura physcomitrii	6_3	0,9
