#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR036901;IPR006131 AND Category=AF4;
4_1	AF4	A0A7J6WXD7-F1	Rue-anemone	77.7	Aspartate carbamoyltransferase (EC 2.1.3.2)	IPR002082,IPR006130,IPR006131,IPR006132,IPR036901	FRX31_008300
3_1	AF4	A0A0K0GK10-F1	strain PXO99A	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' PXO_00353
3_1	AF4	A0A098PZN7-F1	Xanthomonas axonopodis pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' GW15_0210470 XAV_11410
3_1	AF4	A0A4V2HCS8-F1	Pseudoxanthomonas winnipegensis	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EA660_14270
3_1	AF4	A0A1C3TPW3-F1	Xanthomonas translucens pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF argF' BN444_00748
3_1	AF4	A0A3C0JDF4-F1	Xanthomonadaceae bacterium	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' DCM36_07525
3_1	AF4	A0A2U4HBA3-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' B9Y74_11290 DUW70_08465 FEO89_14795 I5V54_14075
3_1	AF4	A0A2M9QXR0-F1	Stenotrophomonas lactitubi	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CR156_12125
3_1	AF4	A0A2M9EAM7-F1	Xanthomonadaceae bacterium	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CO641_04565
3_1	AF4	A0A1Z2LLY8-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CCR98_14170
3_1	AF4	A0A7S6ZTI1-F1	Lysobacter ciconiae	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' INQ41_05280
3_1	AF4	A0A363RZM8-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' DCO49_09630
3_1	AF4	A0A0F5ZN40-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' DI034_17465 FEO86_15050 FEO95_15735 FLFIOBJN_00972 HKK60_07425 VM57_13445
3_1	AF4	W4SEL9-F1	Xanthomonas arboricola pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XPR_1268
3_1	AF4	A0A2S7F1H1-F1	Xanthomonas hyacinthi	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XhyaCFBP1156_03155
3_1	AF4	A0A1S1XLZ8-F1	Xanthomonas alfalfae	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' BHL63_16940
3_1	AF4	A0A2W6MUF4-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' B9Y88_14675
3_1	AF4	A0A0Q8ESR7-F1	Pseudoxanthomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ASD72_10540
3_1	AF4	A0A2G7RSX1-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CR919_18140
3_1	AF4	A0A0U5FKH4-F1	Xanthomonas citri pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF argF' GUH15_25700 HZS91_02569 HZS92_02515 XAC3562_450149
3_1	AF4	A0A4R5TQ99-F1	Luteimonas aestuarii	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' E2F46_13870
3_1	AF4	A0A2J0UEV8-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' A7X82_02920 B9Y64_10470 C6Y55_15760
3_1	AF4	H8FGP5-F1	Xanthomonas citri pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XMIN_2520
3_1	AF4	A0A125PWB3-F1	Xanthomonas campestris pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ATB53_10835
3_1	AF4	A0A317C0J0-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' DKY64_00140
3_1	AF4	A0A839WMF2-F1	Luteimonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' FHW73_000997
3_1	AF4	D2U8N7-F1	Xanthomonas albilineans 	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF argF' XALc_1896
3_1	AF4	A0A199P4B9-F1	Xanthomonas translucens pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' A6R73_16340
3_1	AF4	A0A4Q1CTJ5-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ERT44_13570
3_1	AF4	A0A1A9M6G9-F1	Xanthomonas floridensis	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' A7D17_07175
3_1	AF4	A0A0Q7PLZ4-F1	Lysobacter sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ASD14_05820
3_1	AF4	A0A7W7Y1C3-F1	Rehaibacterium terrae	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' HNQ58_002211
3_1	AF4	A0A4Q6CCD0-F1	Xanthomonadaceae bacterium	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EOP91_04010
3_1	AF4	A0A1E7RJ49-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' BIY45_17280
3_1	AF4	A0A543DM22-F1	Pseudoxanthomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' FB548_2602
3_1	AF4	A0A091B0H8-F1	Arenimonas metalli	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' N787_11790
3_1	AF4	A0A855NEH4-F1	Xanthomonas arboricola	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XarbCFBP8152_02430
3_1	AF4	A0A2R7QIA3-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' DBR34_18395
3_1	AF4	E6WSC3-F1	strain 11-1	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' Psesu_1224
3_1	AF4	A0A7U6AFQ6-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' C1931_13180
3_1	AF4	A0A562C317-F1	Luteimonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' L599_002400000200
3_1	AF4	A0A828YMB0-F1	Xanthomonas citri pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' WS7_16418
3_1	AF4	A0A0R0BW31-F1	Stenotrophomonas koreensis	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ABB25_07475
3_1	AF4	V7ZBF2-F1	Xanthomonas hortorum pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF argF' XHC_2569
3_1	AF4	A0A431US57-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EKL94_00170
3_1	AF4	A0A1B3W9Q8-F1	Luteimonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' BGP89_10870
3_1	AF4	A0A3N1QEF9-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EDF77_1787
3_1	AF4	A0A2J0SP06-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' B9Y57_15190
3_1	AF4	A0A2M9ENU2-F1	Xanthomonadaceae bacterium	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CO614_03285
3_1	AF4	A0A2S7E243-F1	Xanthomonas hortorum pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XhhCFBP4925_10850
3_1	AF4	A0A1L5QXU2-F1	Xanthomonas vesicatoria	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' BI313_05535
3_1	AF4	A0A1E4K696-F1	Xanthomonadaceae bacterium	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ABS97_06375
3_1	AF4	A0A6I6GGX7-F1	Lysobacter soli	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' GOY17_12170
3_1	AF4	A0A0A3WII7-F1	Xanthomonas campestris pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF argF' J7437_03740 XAP6984_1120022
3_1	AF4	A0A126NF79-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' AXG53_02270
3_1	AF4	A0A0A0M957-F1	Lysobacter defluvii	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' N791_01760
3_1	AF4	A0A1T1NW43-F1	Xanthomonas axonopodis pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' Xmlh_17000
3_1	AF4	A0A5N7SMU5-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	E2597_18145
3_1	AF4	A0A7W3TLI6-F1	Lysobacter spongiae	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' H4F98_08210
3_1	AF4	A0A0Q8EYL0-F1	Pseudoxanthomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ASD77_13090
3_1	AF4	A0A0Q9EJE3-F1	Lysobacter sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ASE45_11265
3_1	AF4	A0A4S2D568-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' E5352_02940
3_1	AF4	A0A427BZM3-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EGJ34_20735
3_1	AF4	A0A2S6B4P3-F1	Pseudoxanthomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' C0063_04040
3_1	AF4	A0A7V8FHE2-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' GAK31_01244
3_1	AF4	A0A2N3RHX6-F1	Xanthomonas prunicola	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XpruCFBP8353_14735
3_1	AF4	A0A0A0ELS5-F1	Lysobacter concretionis	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' N792_06215
3_1	AF4	J7UVY5-F1	Stenotrophomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' A1OC_03100
3_1	AF4	A0A1V9HGK7-F1	Xanthomonas phaseoli pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' IM53_002600
3_1	AF4	A0A7S6ZYI1-F1	Lysobacter sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' INQ43_05330
3_1	AF4	A0A2A3VPP8-F1	Xanthomonadaceae bacterium	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' CMZ82_02570
3_1	AF4	A0A7G9QSQ6-F1	Thermomonas brevis	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' H9L17_14625
3_1	AF4	A0A5C5UCI9-F1	Luteimonas marina	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' FQY83_01480
3_1	AF4	A0A0R0CTS4-F1	Stenotrophomonas terrae	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ABB27_00445
3_1	AF4	A0A522Y771-F1	Lysobacter sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' EPO46_01270
3_1	AF4	A0A6G7ZW02-F1	Thermomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' G7079_09315
3_1	AF4	A0A514ED75-F1	Xanthomonas translucens pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' E4A48_09925
3_1	AF4	A0A345ZKH9-F1	Lysobacter sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' DWG18_08150
3_1	AF4	A0A3A5EQQ7-F1	Xanthomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' XnspCFBP7698_02005
3_1	AF4	A0A7S6YTV8-F1	Xanthomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' IG630_12075
3_1	AF4	A0A0L8AER1-F1	Stenotrophomonas geniculata	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' W7K_03155
3_1	AF4	A0A0S2FCY1-F1	Lysobacter antibioticus	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF argF' LA76x_3276
3_1	AF4	A0A6N8AW76-F1	Stenotrophomonas sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' FH747_13115
3_1	AF4	A0A6G8YLX4-F1	Stenotrophomonas rhizophila	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' G9274_002478
3_1	AF4	A0A0R0DMQ4-F1	Stenotrophomonas ginsengisoli	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' ABB30_02095
3_1	AF4	A0A5P3KH89-F1	Xanthomonas arboricola pv	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' F6Y24_02255
3_1	AF4	A0A1I4BV43-F1	Lysobacter sp	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' SAMN04487938_1757
3_1	AF4	A0A7C9HME5-F1	Lysobacter gilvus	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' GN331_08770
3_1	AF4	A0A562LWH1-F1	Lysobacter ruishenii	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' IP93_01202
3_1	AF4	A0A0J8Q3C3-F1	Pseudomonas maltophilia	98.8	N-acetylornithine carbamoyltransferase (EC 2.1.3.9) (N-acetyl-L-ornithine transcarbamylase) (AOTCase) (Acetylornithine transcarbamylase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043695	argF' B9Y76_14225 EGJ89_04285 EGM71_13970 FEO88_15980 I5T99_14705
